user_id,observation.id,observation.license_code,observation.photo.id,observation.photo.license_code
jbest,299573807,CC-BY,539710625,CC-BY
jbest,299573852,CC-BY,539710709,CC-BY
jbest,299573852,CC-BY,539710706,CC-BY
jbest,299573939,CC-BY,539710841,CC-BY
jbest,299573939,CC-BY,539710819,CC-BY
jbest,302373073,CC-BY,544935246,CC-BY
jbest,304307766,CC-BY,548566487,CC-BY
jbest,304307766,CC-BY,548566480,CC-BY
jbest,309155776,CC-BY,557846885,CC-BY
jbest,310823615,CC-BY,561020236,CC-BY
jbest,310823615,CC-BY,561020225,CC-BY
